                               Labor Force Data by County, 2021 Annual Averages

                 State  County
                 FIPS   FIPS                                                                  Labor                     Unemployed
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN2801700000000   28     017   Chickasaw County, MS                              2021         6,870        6,437        433      6.3
CN2801900000000   28     019   Choctaw County, MS                                2021         3,565        3,394        171      4.8
CN2802100000000   28     021   Claiborne County, MS                              2021         2,980        2,632        348     11.7
CN2802300000000   28     023   Clarke County, MS                                 2021         5,669        5,313        356      6.3
CN2802500000000   28     025   Clay County, MS                                   2021         8,027        7,453        574      7.2
CN2802700000000   28     027   Coahoma County, MS                                2021         8,022        7,316        706      8.8
CN2802900000000   28     029   Copiah County, MS                                 2021        10,772       10,073        699      6.5
CN2803100000000   28     031   Covington County, MS                              2021         8,214        7,791        423      5.1
CN2803300000000   28     033   DeSoto County, MS                                 2021        92,926       88,834      4,092      4.4
CN2803500000000   28     035   Forrest County, MS                                2021        33,213       31,333      1,880      5.7
CN2803700000000   28     037   Franklin County, MS                               2021         2,660        2,478        182      6.8
CN2803900000000   28     039   George County, MS                                 2021         8,749        8,136        613      7.0
CN2804100000000   28     041   Greene County, MS                                 2021         4,197        3,879        318      7.6
CN2804300000000   28     043   Grenada County, MS                                2021         9,083        8,630        453      5.0
CN2804500000000   28     045   Hancock County, MS                                2021        19,045       17,931      1,114      5.8
CN2804700000000   28     047   Harrison County, MS                               2021        87,481       82,697      4,784      5.5
CN2804900000000   28     049   Hinds County, MS                                  2021       101,911       95,588      6,323      6.2
CN2805100000000   28     051   Holmes County, MS                                 2021         5,208        4,635        573     11.0
CN2805300000000   28     053   Humphreys County, MS                              2021         2,068        1,805        263     12.7
CN2805500000000   28     055   Issaquena County, MS                              2021           322          292         30      9.3
CN2805700000000   28     057   Itawamba County, MS                               2021        10,326        9,883        443      4.3
CN2805900000000   28     059   Jackson County, MS                                2021        58,667       55,139      3,528      6.0
CN2806100000000   28     061   Jasper County, MS                                 2021         5,817        5,395        422      7.3
CN2806300000000   28     063   Jefferson County, MS                              2021         1,919        1,601        318     16.6
CN2806500000000   28     065   Jefferson Davis County, MS                        2021         3,897        3,596        301      7.7
CN2806700000000   28     067   Jones County, MS                                  2021        24,598       23,206      1,392      5.7
CN2806900000000   28     069   Kemper County, MS                                 2021         3,282        3,038        244      7.4
CN2807100000000   28     071   Lafayette County, MS                              2021        27,635       26,498      1,137      4.1
CN2807300000000   28     073   Lamar County, MS                                  2021        31,299       30,012      1,287      4.1
CN2807500000000   28     075   Lauderdale County, MS                             2021        29,077       27,504      1,573      5.4
CN2807700000000   28     077   Lawrence County, MS                               2021         4,613        4,294        319      6.9
CN2807900000000   28     079   Leake County, MS                                  2021         7,900        7,457        443      5.6
CN2808100000000   28     081   Lee County, MS                                    2021        41,213       39,311      1,902      4.6
CN2808300000000   28     083   Leflore County, MS                                2021         9,941        9,131        810      8.1
CN2808500000000   28     085   Lincoln County, MS                                2021        14,774       14,032        742      5.0
CN2808700000000   28     087   Lowndes County, MS                                2021        24,797       23,333      1,464      5.9
CN2808900000000   28     089   Madison County, MS                                2021        52,799       50,539      2,260      4.3
CN2809100000000   28     091   Marion County, MS                                 2021        10,268        9,725        543      5.3
CN2809300000000   28     093   Marshall County, MS                               2021        14,217       13,391        826      5.8
CN2809500000000   28     095   Monroe County, MS                                 2021        15,758       14,938        820      5.2
CN2809700000000   28     097   Montgomery County, MS                             2021         3,877        3,641        236      6.1
CN2809900000000   28     099   Neshoba County, MS                                2021        10,035        9,472        563      5.6
CN2810100000000   28     101   Newton County, MS                                 2021         8,146        7,703        443      5.4
CN2810300000000   28     103   Noxubee County, MS                                2021         3,597        3,276        321      8.9
CN2810500000000   28     105   Oktibbeha County, MS                              2021        22,478       21,246      1,232      5.5
CN2810700000000   28     107   Panola County, MS                                 2021        12,578       11,686        892      7.1
CN2810900000000   28     109   Pearl River County, MS                            2021        23,318       22,005      1,313      5.6
CN2811100000000   28     111   Perry County, MS                                  2021         4,234        3,957        277      6.5
CN2811300000000   28     113   Pike County, MS                                   2021        14,405       13,381      1,024      7.1
CN2811500000000   28     115   Pontotoc County, MS                               2021        15,007       14,341        666      4.4
CN2811700000000   28     117   Prentiss County, MS                               2021        11,272       10,777        495      4.4
CN2811900000000   28     119   Quitman County, MS                                2021         2,335        2,137        198      8.5
CN2812100000000   28     121   Rankin County, MS                                 2021        75,393       72,669      2,724      3.6
CN2812300000000   28     123   Scott County, MS                                  2021        12,338       11,763        575      4.7
CN2812500000000   28     125   Sharkey County, MS                                2021         1,401        1,270        131      9.4
CN2812700000000   28     127   Simpson County, MS                                2021        10,514        9,967        547      5.2
CN2812900000000   28     129   Smith County, MS                                  2021         6,560        6,264        296      4.5
CN2813100000000   28     131   Stone County, MS                                  2021         6,931        6,555        376      5.4
CN2813300000000   28     133   Sunflower County, MS                              2021         7,389        6,715        674      9.1
CN2813500000000   28     135   Tallahatchie County, MS                           2021         4,800        4,507        293      6.1
CN2813700000000   28     137   Tate County, MS                                   2021        12,106       11,429        677      5.6
CN2813900000000   28     139   Tippah County, MS                                 2021         9,427        8,993        434      4.6
CN2814100000000   28     141   Tishomingo County, MS                             2021         8,317        7,938        379      4.6
CN2814300000000   28     143   Tunica County, MS                                 2021         4,275        3,896        379      8.9
CN2814500000000   28     145   Union County, MS                                  2021        14,078       13,505        573      4.1
CN2814700000000   28     147   Walthall County, MS                               2021         4,937        4,597        340      6.9
CN2814900000000   28     149   Warren County, MS                                 2021        19,416       18,221      1,195      6.2
CN2815100000000   28     151   Washington County, MS                             2021        15,920       14,613      1,307      8.2
CN2815300000000   28     153   Wayne County, MS                                  2021         7,335        6,842        493      6.7
CN2815500000000   28     155   Webster County, MS                                2021         3,941        3,729        212      5.4
CN2815700000000   28     157   Wilkinson County, MS                              2021         2,736        2,431        305     11.1
CN2815900000000   28     159   Winston County, MS                                2021         7,180        6,735        445      6.2
CN2816100000000   28     161   Yalobusha County, MS                              2021         4,902        4,633        269      5.5
CN2816300000000   28     163   Yazoo County, MS                                  2021         8,946        8,292        654      7.3
CN2900100000000   29     001   Adair County, MO                                  2021         9,908        9,481        427      4.3
CN2900300000000   29     003   Andrew County, MO                                 2021         9,656        9,364        292      3.0
CN2900500000000   29     005   Atchison County, MO                               2021         2,655        2,569         86      3.2
CN2900700000000   29     007   Audrain County, MO                                2021        10,246        9,870        376      3.7
CN2900900000000   29     009   Barry County, MO                                  2021        15,094       14,406        688      4.6
CN2901100000000   29     011   Barton County, MO                                 2021         5,190        5,014        176      3.4
CN2901300000000   29     013   Bates County, MO                                  2021         7,647        7,322        325      4.3
CN2901500000000   29     015   Benton County, MO                                 2021         7,322        6,905        417      5.7
CN2901700000000   29     017   Bollinger County, MO                              2021         5,349        5,127        222      4.2
CN2901900000000   29     019   Boone County, MO                                  2021        99,004       96,049      2,955      3.0
CN2902100000000   29     021   Buchanan County, MO                               2021        43,329       41,689      1,640      3.8
CN2902300000000   29     023   Butler County, MO                                 2021        18,037       17,187        850      4.7
CN2902500000000   29     025   Caldwell County, MO                               2021         4,298        4,078        220      5.1
CN2902700000000   29     027   Callaway County, MO                               2021        21,325       20,598        727      3.4
CN2902900000000   29     029   Camden County, MO                                 2021        19,270       18,315        955      5.0
CN2903100000000   29     031   Cape Girardeau County, MO                         2021        40,445       38,992      1,453      3.6
CN2903300000000   29     033   Carroll County, MO                                2021         4,504        4,306        198      4.4
CN2903500000000   29     035   Carter County, MO                                 2021         2,571        2,438        133      5.2
CN2903700000000   29     037   Cass County, MO                                   2021        54,398       52,278      2,120      3.9
CN2903900000000   29     039   Cedar County, MO                                  2021         5,790        5,578        212      3.7
CN2904100000000   29     041   Chariton County, MO                               2021         3,743        3,620        123      3.3
CN2904300000000   29     043   Christian County, MO                              2021        46,547       45,043      1,504      3.2
CN2904500000000   29     045   Clark County, MO                                  2021         3,127        2,982        145      4.6
CN2904700000000   29     047   Clay County, MO                                   2021       138,370      131,555      6,815      4.9
CN2904900000000   29     049   Clinton County, MO                                2021        10,660       10,096        564      5.3
CN2905100000000   29     051   Cole County, MO                                   2021        38,648       37,445      1,203      3.1
CN2905300000000   29     053   Cooper County, MO                                 2021         7,080        6,824        256      3.6
CN2905500000000   29     055   Crawford County, MO                               2021        10,913       10,418        495      4.5
CN2905700000000   29     057   Dade County, MO                                   2021         3,544        3,427        117      3.3
CN2905900000000   29     059   Dallas County, MO                                 2021         7,177        6,865        312      4.3
CN2906100000000   29     061   Daviess County, MO                                2021         4,103        3,948        155      3.8
CN2906300000000   29     063   DeKalb County, MO                                 2021         4,167        4,010        157      3.8
CN2906500000000   29     065   Dent County, MO                                   2021         6,257        5,987        270      4.3
CN2906700000000   29     067   Douglas County, MO                                2021         5,162        4,941        221      4.3
CN2906900000000   29     069   Dunklin County, MO                                2021        11,276       10,590        686      6.1
CN2907100000000   29     071   Franklin County, MO                               2021        52,747       50,639      2,108      4.0
CN2907300000000   29     073   Gasconade County, MO                              2021         7,620        7,342        278      3.6
CN2907500000000   29     075   Gentry County, MO                                 2021         3,334        3,245         89      2.7
CN2907700000000   29     077   Greene County, MO                                 2021       152,184      146,978      5,206      3.4
CN2907900000000   29     079   Grundy County, MO                                 2021         4,178        4,028        150      3.6
CN2908100000000   29     081   Harrison County, MO                               2021         3,761        3,629        132      3.5
CN2908300000000   29     083   Henry County, MO                                  2021        10,059        9,661        398      4.0
CN2908500000000   29     085   Hickory County, MO                                2021         3,963        3,805        158      4.0
CN2908700000000   29     087   Holt County, MO                                   2021         2,479        2,406         73      2.9
CN2908900000000   29     089   Howard County, MO                                 2021         4,853        4,696        157      3.2
CN2909100000000   29     091   Howell County, MO                                 2021        16,165       15,387        778      4.8
CN2909300000000   29     093   Iron County, MO                                   2021         3,491        3,289        202      5.8
CN2909500000000   29     095   Jackson County, MO                                2021       359,763      340,103     19,660      5.5
CN2909700000000   29     097   Jasper County, MO                                 2021        56,953       54,820      2,133      3.7
CN2909900000000   29     099   Jefferson County, MO                              2021       117,556      112,790      4,766      4.1
CN2910100000000   29     101   Johnson County, MO                                2021        23,074       22,060      1,014      4.4
CN2910300000000   29     103   Knox County, MO                                   2021         1,729        1,676         53      3.1
CN2910500000000   29     105   Laclede County, MO                                2021        16,514       15,802        712      4.3
CN2910700000000   29     107   Lafayette County, MO                              2021        16,674       15,963        711      4.3
CN2910900000000   29     109   Lawrence County, MO                               2021        17,457       16,752        705      4.0
CN2911100000000   29     111   Lewis County, MO                                  2021         4,826        4,657        169      3.5
CN2911300000000   29     113   Lincoln County, MO                                2021        29,307       27,956      1,351      4.6
CN2911500000000   29     115   Linn County, MO                                   2021         5,077        4,801        276      5.4
CN2911700000000   29     117   Livingston County, MO                             2021         7,256        7,037        219      3.0
CN2911900000000   29     119   McDonald County, MO                               2021        10,608       10,199        409      3.9
CN2912100000000   29     121   Macon County, MO                                  2021         7,365        7,093        272      3.7
CN2912300000000   29     123   Madison County, MO                                2021         5,473        5,231        242      4.4
CN2912500000000   29     125   Maries County, MO                                 2021         3,898        3,748        150      3.8
CN2912700000000   29     127   Marion County, MO                                 2021        14,197       13,705        492      3.5
CN2912900000000   29     129   Mercer County, MO                                 2021         1,805        1,752         53      2.9
CN2913100000000   29     131   Miller County, MO                                 2021        12,593       12,076        517      4.1
CN2913300000000   29     133   Mississippi County, MO                            2021         5,440        5,186        254      4.7
CN2913500000000   29     135   Moniteau County, MO                               2021         7,049        6,810        239      3.4
CN2913700000000   29     137   Monroe County, MO                                 2021         3,783        3,618        165      4.4
CN2913900000000   29     139   Montgomery County, MO                             2021         5,788        5,573        215      3.7
CN2914100000000   29     141   Morgan County, MO                                 2021         8,540        8,137        403      4.7
CN2914300000000   29     143   New Madrid County, MO                             2021         8,326        7,930        396      4.8
CN2914500000000   29     145   Newton County, MO                                 2021        27,045       26,014      1,031      3.8
CN2914700000000   29     147   Nodaway County, MO                                2021        10,791       10,473        318      2.9
CN2914900000000   29     149   Oregon County, MO                                 2021         3,839        3,636        203      5.3
CN2915100000000   29     151   Osage County, MO                                  2021         6,985        6,801        184      2.6
CN2915300000000   29     153   Ozark County, MO                                  2021         3,442        3,254        188      5.5
CN2915500000000   29     155   Pemiscot County, MO                               2021         6,078        5,633        445      7.3
CN2915700000000   29     157   Perry County, MO                                  2021         9,781        9,471        310      3.2
CN2915900000000   29     159   Pettis County, MO                                 2021        20,298       19,349        949      4.7
CN2916100000000   29     161   Phelps County, MO                                 2021        20,030       19,284        746      3.7
CN2916300000000   29     163   Pike County, MO                                   2021         7,382        7,092        290      3.9
CN2916500000000   29     165   Platte County, MO                                 2021        59,458       57,052      2,406      4.0
CN2916700000000   29     167   Polk County, MO                                   2021        14,576       14,067        509      3.5
CN2916900000000   29     169   Pulaski County, MO                                2021        14,585       13,938        647      4.4
CN2917100000000   29     171   Putnam County, MO                                 2021         2,233        2,163         70      3.1
CN2917300000000   29     173   Ralls County, MO                                  2021         5,602        5,412        190      3.4
CN2917500000000   29     175   Randolph County, MO                               2021        10,273        9,840        433      4.2
CN2917700000000   29     177   Ray County, MO                                    2021        10,983       10,272        711      6.5
CN2917900000000   29     179   Reynolds County, MO                               2021         2,936        2,815        121      4.1
CN2918100000000   29     181   Ripley County, MO                                 2021         5,072        4,793        279      5.5
CN2918300000000   29     183   St. Charles County, MO                            2021       227,337      219,453      7,884      3.5
CN2918500000000   29     185   St. Clair County, MO                              2021         3,845        3,673        172      4.5
CN2918600000000   29     186   Ste. Genevieve County, MO                         2021         9,232        8,916        316      3.4
CN2918700000000   29     187   St. Francois County, MO                           2021        26,027       24,772      1,255      4.8
CN2918900000000   29     189   St. Louis County, MO                              2021       526,087      502,408     23,679      4.5
CN2919500000000   29     195   Saline County, MO                                 2021        10,487       10,119        368      3.5
CN2919700000000   29     197   Schuyler County, MO                               2021         1,845        1,765         80      4.3
CN2919900000000   29     199   Scotland County, MO                               2021         2,311        2,250         61      2.6
CN2920100000000   29     201   Scott County, MO                                  2021        20,195       19,410        785      3.9
CN2920300000000   29     203   Shannon County, MO                                2021         3,366        3,177        189      5.6
CN2920500000000   29     205   Shelby County, MO                                 2021         2,985        2,886         99      3.3
CN2920700000000   29     207   Stoddard County, MO                               2021        13,325       12,730        595      4.5
CN2920900000000   29     209   Stone County, MO                                  2021        13,611       12,719        892      6.6
CN2921100000000   29     211   Sullivan County, MO                               2021         2,650        2,521        129      4.9
CN2921300000000   29     213   Taney County, MO                                  2021        26,276       24,306      1,970      7.5
CN2921500000000   29     215   Texas County, MO                                  2021         9,000        8,590        410      4.6
CN2921700000000   29     217   Vernon County, MO                                 2021         9,422        9,101        321      3.4
CN2921900000000   29     219   Warren County, MO                                 2021        18,722       17,946        776      4.1
CN2922100000000   29     221   Washington County, MO                             2021        10,094        9,578        516      5.1
CN2922300000000   29     223   Wayne County, MO                                  2021         4,838        4,595        243      5.0
CN2922500000000   29     225   Webster County, MO                                2021        17,409       16,811        598      3.4
CN2922700000000   29     227   Worth County, MO                                  2021         1,181        1,151         30      2.5
CN2922900000000   29     229   Wright County, MO                                 2021         7,596        7,290        306      4.0
CN2951000000000   29     510   St. Louis city, MO                                2021       150,531      140,948      9,583      6.4
CN3000100000000   30     001   Beaverhead County, MT                             2021         5,141        4,999        142      2.8
CN3000300000000   30     003   Big Horn County, MT                               2021         4,669        4,306        363      7.8
CN3000500000000   30     005   Blaine County, MT                                 2021         2,237        2,151         86      3.8
CN3000700000000   30     007   Broadwater County, MT                             2021         2,667        2,560        107      4.0
CN3000900000000   30     009   Carbon County, MT                                 2021         5,662        5,468        194      3.4
CN3001100000000   30     011   Carter County, MT                                 2021           650          633         17      2.6
CN3001300000000   30     013   Cascade County, MT                                2021        37,812       36,561      1,251      3.3
CN3001500000000   30     015   Chouteau County, MT                               2021         2,459        2,392         67      2.7
CN3001700000000   30     017   Custer County, MT                                 2021         6,217        6,025        192      3.1
CN3001900000000   30     019   Daniels County, MT                                2021           875          858         17      1.9
CN3002100000000   30     021   Dawson County, MT                                 2021         4,511        4,371        140      3.1
CN3002300000000   30     023   Deer Lodge County, MT                             2021         5,094        4,928        166      3.3
CN3002500000000   30     025   Fallon County, MT                                 2021         1,620        1,578         42      2.6
CN3002700000000   30     027   Fergus County, MT                                 2021         5,822        5,631        191      3.3
CN3002900000000   30     029   Flathead County, MT                               2021        51,167       49,112      2,055      4.0
CN3003100000000   30     031   Gallatin County, MT                               2021        73,887       72,116      1,771      2.4
CN3003300000000   30     033   Garfield County, MT                               2021           742          723         19      2.6
CN3003500000000   30     035   Glacier County, MT                                2021         5,528        5,139        389      7.0
CN3003700000000   30     037   Golden Valley County, MT                          2021           369          356         13      3.5
CN3003900000000   30     039   Granite County, MT                                2021         1,620        1,548         72      4.4
CN3004100000000   30     041   Hill County, MT                                   2021         7,543        7,308        235      3.1
CN3004300000000   30     043   Jefferson County, MT                              2021         5,906        5,715        191      3.2
CN3004500000000   30     045   Judith Basin County, MT                           2021           951          925         26      2.7
CN3004700000000   30     047   Lake County, MT                                   2021        14,006       13,472        534      3.8
CN3004900000000   30     049   Lewis and Clark County, MT                        2021        37,256       36,149      1,107      3.0
CN3005100000000   30     051   Liberty County, MT                                2021           983          959         24      2.4
CN3005300000000   30     053   Lincoln County, MT                                2021         8,100        7,617        483      6.0
CN3005500000000   30     055   McCone County, MT                                 2021           968          951         17      1.8
CN3005700000000   30     057   Madison County, MT                                2021         4,743        4,592        151      3.2
CN3005900000000   30     059   Meagher County, MT                                2021           988          963         25      2.5
CN3006100000000   30     061   Mineral County, MT                                2021         1,871        1,772         99      5.3
CN3006300000000   30     063   Missoula County, MT                               2021        65,104       62,920      2,184      3.4
CN3006500000000   30     065   Musselshell County, MT                            2021         2,354        2,255         99      4.2
CN3006700000000   30     067   Park County, MT                                   2021         9,253        8,926        327      3.5
CN3006900000000   30     069   Petroleum County, MT                              2021           271          264          7      2.6
CN3007100000000   30     071   Phillips County, MT                               2021         1,852        1,782         70      3.8
CN3007300000000   30     073   Pondera County, MT                                2021         2,633        2,549         84      3.2
CN3007500000000   30     075   Powder River County, MT                           2021           977          951         26      2.7
CN3007700000000   30     077   Powell County, MT                                 2021         2,979        2,903         76      2.6
CN3007900000000   30     079   Prairie County, MT                                2021           494          476         18      3.6
CN3008100000000   30     081   Ravalli County, MT                                2021        21,330       20,564        766      3.6
CN3008300000000   30     083   Richland County, MT                               2021         5,887        5,651        236      4.0
CN3008500000000   30     085   Roosevelt County, MT                              2021         4,330        4,146        184      4.2
CN3008700000000   30     087   Rosebud County, MT                                2021         3,575        3,432        143      4.0
CN3008900000000   30     089   Sanders County, MT                                2021         5,206        4,955        251      4.8
CN3009100000000   30     091   Sheridan County, MT                               2021         1,784        1,725         59      3.3
CN3009300000000   30     093   Silver Bow County, MT                             2021        17,489       16,854        635      3.6
CN3009500000000   30     095   Stillwater County, MT                             2021         5,499        5,340        159      2.9
CN3009700000000   30     097   Sweet Grass County, MT                            2021         1,904        1,859         45      2.4
CN3009900000000   30     099   Teton County, MT                                  2021         2,820        2,732         88      3.1
CN3010100000000   30     101   Toole County, MT                                  2021         2,056        2,003         53      2.6
CN3010300000000   30     103   Treasure County, MT                               2021           346          335         11      3.2
CN3010500000000   30     105   Valley County, MT                                 2021         4,044        3,918        126      3.1
CN3010700000000   30     107   Wheatland County, MT                              2021           760          720         40      5.3
CN3010900000000   30     109   Wibaux County, MT                                 2021           423          407         16      3.8
CN3011100000000   30     111   Yellowstone County, MT                            2021        84,311       81,654      2,657      3.2
CN3100100000000   31     001   Adams County, NE                                  2021        16,942       16,539        403      2.4
CN3100300000000   31     003   Antelope County, NE                               2021         3,693        3,632         61      1.7
CN3100500000000   31     005   Arthur County, NE                                 2021           234          228          6      2.6
CN3100700000000   31     007   Banner County, NE                                 2021           389          381          8      2.1
CN3100900000000   31     009   Blaine County, NE                                 2021           248          242          6      2.4
CN3101100000000   31     011   Boone County, NE                                  2021         2,964        2,916         48      1.6
CN3101300000000   31     013   Box Butte County, NE                              2021         5,483        5,349        134      2.4
CN3101500000000   31     015   Boyd County, NE                                   2021         1,040        1,019         21      2.0
CN3101700000000   31     017   Brown County, NE                                  2021         1,436        1,403         33      2.3
CN3101900000000   31     019   Buffalo County, NE                                2021        28,178       27,617        561      2.0
CN3102100000000   31     021   Burt County, NE                                   2021         3,680        3,590         90      2.4
CN3102300000000   31     023   Butler County, NE                                 2021         4,707        4,605        102      2.2
CN3102500000000   31     025   Cass County, NE                                   2021        13,554       13,192        362      2.7
CN3102700000000   31     027   Cedar County, NE                                  2021         4,665        4,582         83      1.8
CN3102900000000   31     029   Chase County, NE                                  2021         2,263        2,227         36      1.6
CN3103100000000   31     031   Cherry County, NE                                 2021         3,473        3,418         55      1.6
CN3103300000000   31     033   Cheyenne County, NE                               2021         4,261        4,142        119      2.8
CN3103500000000   31     035   Clay County, NE                                   2021         3,259        3,185         74      2.3
CN3103700000000   31     037   Colfax County, NE                                 2021         5,728        5,619        109      1.9
CN3103900000000   31     039   Cuming County, NE                                 2021         4,939        4,857         82      1.7
CN3104100000000   31     041   Custer County, NE                                 2021         6,421        6,319        102      1.6
CN3104300000000   31     043   Dakota County, NE                                 2021        10,823       10,494        329      3.0
CN3104500000000   31     045   Dawes County, NE                                  2021         5,020        4,925         95      1.9
CN3104700000000   31     047   Dawson County, NE                                 2021        13,607       13,317        290      2.1
CN3104900000000   31     049   Deuel County, NE                                  2021           977          956         21      2.1
CN3105100000000   31     051   Dixon County, NE                                  2021         2,986        2,922         64      2.1
CN3105300000000   31     053   Dodge County, NE                                  2021        20,420       19,940        480      2.4
CN3105500000000   31     055   Douglas County, NE                                2021       303,368      294,193      9,175      3.0
CN3105700000000   31     057   Dundy County, NE                                  2021         1,171        1,152         19      1.6
CN3105900000000   31     059   Fillmore County, NE                               2021         3,291        3,227         64      1.9
CN3106100000000   31     061   Franklin County, NE                               2021         1,505        1,472         33      2.2
CN3106300000000   31     063   Frontier County, NE                               2021         1,576        1,549         27      1.7
CN3106500000000   31     065   Furnas County, NE                                 2021         2,583        2,534         49      1.9
CN3106700000000   31     067   Gage County, NE                                   2021        10,945       10,679        266      2.4
CN3106900000000   31     069   Garden County, NE                                 2021         1,119        1,096         23      2.1
CN3107100000000   31     071   Garfield County, NE                               2021         1,151        1,128         23      2.0
CN3107300000000   31     073   Gosper County, NE                                 2021         1,211        1,191         20      1.7
CN3107500000000   31     075   Grant County, NE                                  2021           428          422          6      1.4
CN3107700000000   31     077   Greeley County, NE                                2021         1,240        1,217         23      1.9
CN3107900000000   31     079   Hall County, NE                                   2021        32,501       31,559        942      2.9
CN3108100000000   31     081   Hamilton County, NE                               2021         4,856        4,754        102      2.1
CN3108300000000   31     083   Harlan County, NE                                 2021         1,797        1,763         34      1.9
CN3108500000000   31     085   Hayes County, NE                                  2021           617          609          8      1.3
CN3108700000000   31     087   Hitchcock County, NE                              2021         1,325        1,295         30      2.3
CN3108900000000   31     089   Holt County, NE                                   2021         5,736        5,636        100      1.7
CN3109100000000   31     091   Hooker County, NE                                 2021           430          423          7      1.6
CN3109300000000   31     093   Howard County, NE                                 2021         3,439        3,364         75      2.2
CN3109500000000   31     095   Jefferson County, NE                              2021         4,230        4,155         75      1.8
CN3109700000000   31     097   Johnson County, NE                                2021         2,014        1,956         58      2.9
CN3109900000000   31     099   Kearney County, NE                                2021         3,843        3,775         68      1.8
CN3110100000000   31     101   Keith County, NE                                  2021         4,685        4,590         95      2.0
CN3110300000000   31     103   Keya Paha County, NE                              2021           590          580         10      1.7
CN3110500000000   31     105   Kimball County, NE                                2021         1,960        1,916         44      2.2
CN3110700000000   31     107   Knox County, NE                                   2021         4,735        4,638         97      2.0
CN3110900000000   31     109   Lancaster County, NE                              2021       178,631      174,272      4,359      2.4
CN3111100000000   31     111   Lincoln County, NE                                2021        18,596       18,187        409      2.2
CN3111300000000   31     113   Logan County, NE                                  2021           471          463          8      1.7
CN3111500000000   31     115   Loup County, NE                                   2021           400          392          8      2.0
CN3111700000000   31     117   McPherson County, NE                              2021           433          426          7      1.6
CN3111900000000   31     119   Madison County, NE                                2021        20,079       19,598        481      2.4
CN3112100000000   31     121   Merrick County, NE                                2021         4,148        4,051         97      2.3
CN3112300000000   31     123   Morrill County, NE                                2021         2,641        2,576         65      2.5
CN3112500000000   31     125   Nance County, NE                                  2021         1,972        1,934         38      1.9
CN3112700000000   31     127   Nemaha County, NE                                 2021         3,662        3,581         81      2.2
CN3112900000000   31     129   Nuckolls County, NE                               2021         2,501        2,455         46      1.8
CN3113100000000   31     131   Otoe County, NE                                   2021         8,597        8,399        198      2.3
CN3113300000000   31     133   Pawnee County, NE                                 2021         1,529        1,501         28      1.8
CN3113500000000   31     135   Perkins County, NE                                2021         1,874        1,848         26      1.4
CN3113700000000   31     137   Phelps County, NE                                 2021         4,972        4,885         87      1.7
CN3113900000000   31     139   Pierce County, NE                                 2021         4,193        4,104         89      2.1
CN3114100000000   31     141   Platte County, NE                                 2021        18,327       17,934        393      2.1
CN3114300000000   31     143   Polk County, NE                                   2021         2,951        2,896         55      1.9
CN3114500000000   31     145   Red Willow County, NE                             2021         5,869        5,752        117      2.0
CN3114700000000   31     147   Richardson County, NE                             2021         4,294        4,192        102      2.4
CN3114900000000   31     149   Rock County, NE                                   2021           890          878         12      1.3
CN3115100000000   31     151   Saline County, NE                                 2021         7,302        7,134        168      2.3
CN3115300000000   31     153   Sarpy County, NE                                  2021        98,538       96,195      2,343      2.4
CN3115500000000   31     155   Saunders County, NE                               2021        11,484       11,229        255      2.2
CN3115700000000   31     157   Scotts Bluff County, NE                           2021        18,154       17,654        500      2.8
CN3115900000000   31     159   Seward County, NE                                 2021         8,854        8,636        218      2.5
CN3116100000000   31     161   Sheridan County, NE                               2021         2,755        2,705         50      1.8
CN3116300000000   31     163   Sherman County, NE                                2021         1,701        1,666         35      2.1
CN3116500000000   31     165   Sioux County, NE                                  2021           770          756         14      1.8
CN3116700000000   31     167   Stanton County, NE                                2021         3,620        3,544         76      2.1
CN3116900000000   31     169   Thayer County, NE                                 2021         2,690        2,644         46      1.7
CN3117100000000   31     171   Thomas County, NE                                 2021           430          419         11      2.6
CN3117300000000   31     173   Thurston County, NE                               2021         3,195        3,088        107      3.3
CN3117500000000   31     175   Valley County, NE                                 2021         2,119        2,075         44      2.1
CN3117700000000   31     177   Washington County, NE                             2021        11,364       11,102        262      2.3
CN3117900000000   31     179   Wayne County, NE                                  2021         5,737        5,627        110      1.9
CN3118100000000   31     181   Webster County, NE                                2021         1,660        1,626         34      2.0
CN3118300000000   31     183   Wheeler County, NE                                2021           563          556          7      1.2
CN3118500000000   31     185   York County, NE                                   2021         7,338        7,195        143      1.9
CN3200100000000   32     001   Churchill County, NV                              2021        11,230       10,839        391      3.5
